,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
CommonStockSharesIssued,40436710.000,40436710.000,40436710.000,40436710.000,,,40436710.000,40436710.000,40436710.000,40436710.000,40436710.000,40436710.000,40436710.000,40436710.000,40436740.000
CommonStockSharesOutstanding,,,,,40436710.000,40436710.000,40436710.000,40436710.000,40436710.000,40436710.000,40436710.000,40436710.000,40436710.000,40436710.000,40436740.000
CommonStockValue,40440.000,40440.000,40440.000,40440.000,40440.000,40440.000,40440.000,40440.000,40440.000,40440.000,40440.000,40440.000,40440.000,40440.000,40440.000
DebtInstrumentConvertibleConversionPrice1,,,,,0.001,,,,,,,,,,
DebtInstrumentInterestRateEffectivePercentage,,,,,,,,,,,,,,,0.150
DebtInstrumentInterestRateStatedPercentage,,,,,0.080,,,,,,,,,,
DeferredRevenue,,,,,0.000,,,,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,,,-82964.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-115303.000,124087.000,-130956.000,-146460.000,154346.000,,,,,,,,,,
InterestAndDividendsPayableCurrent,,,,,,7170.000,,,,,,,,,
InterestPayableCurrent,2650.000,,,,,,8365.000,9533.000,10715.000,11910.000,13105.000,14284.000,15574.000,16985.000,18410.000
Liabilities,,,,,,128740.000,,,,,,,,,
LiabilitiesAndStockholdersEquity,4731.000,4466.000,4455.000,4024.000,4251.000,3792.000,3522.000,3005.000,2678.000,2215.000,2223.000,1854.000,2008.000,1557.000,1415.000
LiabilitiesCurrent,81717.000,90236.000,97094.000,112167.000,120280.000,128740.000,136135.000,147903.000,152691.000,159193.000,166248.000,174320.000,180328.000,192302.000,200137.000
MachineryAndEquipmentGross,5000.000,5000.000,5000.000,5000.000,5000.000,,,,,,,,,,
MarketableSecuritiesNoncurrent,,,,,,-2083.000,,,,,,,,,
NotesPayableCurrent,,,,,,59250.000,,,,,,,,9180.000,9180.000
NotesPayableRelatedPartiesClassifiedCurrent,35057.000,38977.000,39427.000,50757.000,51047.000,,59250.000,59250.000,59250.000,59250.000,59250.000,64650.000,70000.000,70000.000,71500.000
OperatingLossCarryforwards,,,,,,,,,,,,,,,237039.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,,,,,,,,,,,
PreferredStockValue,0.000,0.000,0.000,0.000,,,,,,,,,,,
PropertyPlantAndEquipmentGross,,,,,,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000
PropertyPlantAndEquipmentNet,4167.000,3917.000,3667.000,3417.000,3167.000,,2667.000,2417.000,2167.000,1917.000,1667.000,1417.000,1167.000,917.000,667.000
RetainedEarningsAccumulatedDeficit,,,,,,-163265.000,-170930.000,-183215.000,-188330.000,-195295.000,-202342.000,-210783.000,-216637.000,-229062.000,-237039.000
StockholdersEquity,-76986.000,-85770.000,-92639.000,-108143.000,-116029.000,,-132613.000,-144898.000,-150013.000,-156978.000,-164025.000,-172466.000,-178320.000,-190745.000,-198722.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,-124948.000,,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,40436710.000,,,,,40436710.000,,,,,,,,,
