,2014-09-24,2014-12-31,2015-04-01,2015-07-01,2015-09-30,2015-12-30,2016-03-30,2016-06-29,2016-09-28,2016-12-28,2017-03-29
SecuredLongTermDebt,185907000.000,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,2067727.000,,,,1728964.000,,,,1746501.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,5.810,,,,6.120,,,,6.210,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,42200000.000,,,,13700000.000,,,,12000000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,3554926.000,3070176.000,3050456.000,2206599.000,2175454.000,2151214.000,1992401.000,2196859.000,2174348.000,2191728.000,2191728.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,6.250,,,,6.500,,,,7.260,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageExercisePrice,,6.250,,,,6.500,,,,7.240,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,3070176.000,,,,2146360.000,,,,2184755.000,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,29300000.000,,,,11500000.000,,,,11400000.000,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedNumberOfShares,1393742.000,,1002449.000,657755.000,546845.000,,277158.000,570460.000,526026.000,445227.000,445227.000
StockholdersEquity,199332000.000,210400000.000,217660000.000,228899000.000,239616000.000,244633000.000,250058000.000,258301000.000,263945000.000,265182000.000,270200000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,199332000.000,210400000.000,217660000.000,228899000.000,239616000.000,244633000.000,250058000.000,258301000.000,263945000.000,265182000.000,270200000.000
TaxCreditCarryforwardAmount,,10600000.000,,,,11000000.000,,,,,
TaxesPayableCurrent,4178000.000,3918000.000,4098000.000,2876000.000,4123000.000,3480000.000,4570000.000,3364000.000,4539000.000,4223000.000,4727000.000
UnrecognizedTaxBenefits,,0.000,,,,0.000,,,,0.000,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAccrued,,0.000,,,,0.000,,,,0.000,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued,,0.000,,,,0.000,,,,0.000,
