,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31
PreferredStockSharesAuthorized,,10000000.000,10000000.000,10000000.000,10000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000
PreferredStockSharesIssued,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000
PreferredStockValue,0.000,0.000,,,,,,,,,,,,
PrepaidExpenseCurrent,,,,,,4140.000,2898.000,1655.000,414.000,,,,,
PropertyPlantAndEquipmentGross,,,,,,,7958.000,,,7958.000,,,,
PropertyPlantAndEquipmentNet,,,,,,4686.000,6926.000,,,5876.000,,,,3936.000
PurchaseCommitmentRemainingMinimumAmountCommitted,,,,,,,,,,55314.000,,,,
RestrictedCashAndCashEquivalents,,,,,,937067.000,132143.000,46065.000,21058.000,1037.000,,,,
RetainedEarningsAccumulatedDeficit,-27267.000,-32669.000,-39737.000,-43527.000,-49809.000,-402206.000,-1119193.000,-1445284.000,-1616251.000,-1927694.000,-2256288.000,-2393093.000,-2662857.000,-3894178.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,,350000.000,350000.000,350000.000,,,,850000.000,850000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,,0.700,0.700,0.700,,,,0.760,0.760
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,350000.000,850000.000,850000.000,,,,850000.000,850000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,,0.760,0.000,,,,0.760,0.760
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,,,,,,,,,,,850000.000,850000.000
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,,,,,,,,,,850000.000,850000.000
StockholdersEquity,33133.000,27731.000,20663.000,16873.000,10591.000,312074.000,-169363.000,-374811.000,-228837.000,-48190.000,67458.000,-69347.000,-295956.000,-1251202.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,33133.000,,,16873.000,10591.000,312074.000,-169363.000,-374812.000,-228837.000,-48190.000,66909.000,-69347.000,-295956.000,-1251202.000
TaxCreditCarryforwardAmount,,,,,,81600.000,,,,,,,,
UnprovedOilAndGasPropertySuccessfulEffortMethod,,,,,,217347.000,142230.000,,,378478.000,,,,
