,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions,,,,,,,,,,,2851000.000,,,,
IntangibleAssetsNetExcludingGoodwill,350000.000,350000.000,350000.000,350000.000,350000.000,350000.000,365000.000,365000.000,365000.000,365000.000,365000.000,365000.000,365000.000,365000.000,365000.000
InventoryNet,,,,,,,,,,,,,,643000.000,1669000.000
Liabilities,2006000.000,7339000.000,13095000.000,13740000.000,11501000.000,8842000.000,6123000.000,3042000.000,1113000.000,1023000.000,1005000.000,2116000.000,2072000.000,24082000.000,31146000.000
LiabilitiesAndStockholdersEquity,15600000.000,20407000.000,26415000.000,30439000.000,29131000.000,27149000.000,24682000.000,20238000.000,18220000.000,16898000.000,15621000.000,13497000.000,11712000.000,9915000.000,20947000.000
LiabilitiesCurrent,1779000.000,5750000.000,9681000.000,12064000.000,11377000.000,8725000.000,6014000.000,2937000.000,1009000.000,925000.000,907000.000,2024000.000,1986000.000,16802000.000,23871000.000
LoansPayable,,,,,,,,,,,,,,,10256000.000
LongTermNotesAndLoans,,,,,,,,,,,,,,7200000.000,7200000.000
MinorityInterest,-400000.000,-541000.000,-537000.000,-342000.000,-159000.000,-135000.000,-799000.000,-1328000.000,-1383000.000,-1578000.000,-1597000.000,-1677000.000,-1801000.000,-2156000.000,-2359000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,,122649.000,,,,120204.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,575.000,,,,44307.000,,,,66758.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,34000.000,,,,7568.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,44342.000,,,,45878.000,,,
OperatingLossCarryforwards,,,,125000000.000,,,,134000000.000,,,,143000000.000,,,
OtherAccruedLiabilitiesCurrent,,,,67000.000,,,,13000.000,,,,37000.000,,,
OtherAssetsCurrent,90000.000,1075000.000,3929000.000,92000.000,212000.000,191000.000,244000.000,273000.000,354000.000,272000.000,229000.000,,,,
OtherAssetsNoncurrent,,,,135000.000,137000.000,126000.000,120000.000,115000.000,110000.000,107000.000,106000.000,104000.000,105000.000,111000.000,164000.000
OtherPrepaidExpenseCurrent,,,,,,,,,,,,237000.000,,,
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000
PreferredStockSharesIssued,,,,,,,,,0.000,,,,,,
PreferredStockSharesOutstanding,,,,,,,,,0.000,,,,,,
PrepaidExpenseAndOtherAssetsCurrent,,,,,,,,,,,,1627000.000,,,
PrepaidExpenseCurrent,,,,4999000.000,4620000.000,3346000.000,2064000.000,783000.000,,,,,1634000.000,919000.000,183000.000
PrepaidExpenseCurrentAndNoncurrent,,,,,,,,,,700000.000,300000.000,,,,
PrepaidExpenseNoncurrent,220000.000,846000.000,1672000.000,761000.000,,,,,1000000.000,700000.000,300000.000,,,,
PropertyPlantAndEquipmentNet,,,,,,,,,,56000.000,1345000.000,,,,
RetainedEarningsAccumulatedDeficit,-391000.000,-1118000.000,-1000000.000,2037000.000,2743000.000,2466000.000,3264000.000,72000.000,-560000.000,-2586000.000,-4431000.000,-8225000.000,-12356000.000,-37781000.000,-43774000.000
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,,,,,,,,,,,,4.410,,,
StockholdersEquity,13994000.000,13609000.000,13857000.000,17041000.000,17789000.000,18442000.000,19358000.000,18524000.000,18490000.000,17453000.000,16213000.000,13058000.000,11441000.000,-12011000.000,-7840000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,13594000.000,13068000.000,13320000.000,16699000.000,17630000.000,18307000.000,18559000.000,17196000.000,17107000.000,15875000.000,14616000.000,11381000.000,9640000.000,-14167000.000,-10199000.000
TaxesPayableCurrent,15000.000,15000.000,55000.000,470000.000,388000.000,388000.000,400000.000,225000.000,225000.000,225000.000,225000.000,225000.000,223000.000,221000.000,
TreasuryStockNumberOfSharesHeld,,,,,,31741.000,41723.000,,,,,,,,
TreasuryStockShares,,,,,36.000,32000.000,42000.000,42000.000,42000.000,42000.000,42000.000,40000.000,40000.000,40000.000,40000.000
TreasuryStockValue,,,,,348000.000,283000.000,480000.000,480000.000,480000.000,480000.000,480000.000,428000.000,428000.000,428000.000,428000.000
UnrecognizedTaxBenefits,,,,,,,,,,,,215000.000,,,
