,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
DebtInstrumentUnamortizedDiscountPremiumNet,,,,3121000.000,4709000.000,5966000.000,5968000.000
DeferredAirTrafficRevenue,230220000.000,223187000.000,205656000.000,174853000.000,258685000.000,272327000.000,230623000.000
DeferredIncomeTaxLiabilities,,,,165340000.000,,,
DeferredRentCreditNoncurrent,,,,48219000.000,,,
DeferredRentReceivablesNetNoncurrent,,,,86579000.000,,,
DeferredTaxAssetsGross,,,,336783000.000,,,
DeferredTaxAssetsHedgingTransactions,,,,10656000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,171443000.000,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,171443000.000,155900000.000,123802000.000,91776000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,249900000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,2857000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,41768000.000,,,
DeferredTaxAssetsValuationAllowance,,,,0.000,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,2433000.000,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,44925000.000,,,
DepositsOnFlightEquipment,103568000.000,117501000.000,99461000.000,72402000.000,53825000.000,25959000.000,25960000.000
DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement,133000.000,2176000.000,0.000,,1775000.000,5899000.000,
DerivativeAssetFairValueGrossLiability,133000.000,2176000.000,0.000,,788000.000,640000.000,
DerivativeAssetFairValueGrossLiabilityAndObligationToReturnCashOffset,133000.000,2176000.000,0.000,,788000.000,640000.000,
DerivativeAssetFairValueOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,,,,,,4763000.000,
DerivativeAssets,0.000,0.000,0.000,,987000.000,5259000.000,
DerivativeCollateralRightToReclaimCash,5300000.000,0.000,0.000,9700000.000,1725000.000,0.000,
DerivativeFairValueOfDerivativeAsset,133000.000,2176000.000,0.000,,1775000.000,5899000.000,
DerivativeFairValueOfDerivativeAssetAmountNotOffsetAgainstCollateral,,0.000,0.000,,,4763000.000,2800000.000
DerivativeFairValueOfDerivativeLiability,13333000.000,2233000.000,14575000.000,,13745000.000,1136000.000,
DerivativeFairValueOfDerivativeLiabilityAmountNotOffsetAgainstCollateral,,57000.000,14575000.000,,11232000.000,,
DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,7900000.000,57000.000,14575000.000,17900000.000,10245000.000,,
DerivativeInstrumentsAndHedgesLiabilities,,,,17850000.000,,,
DerivativeLiabilities,13200000.000,57000.000,14575000.000,27600000.000,12957000.000,496000.000,
DerivativeLiabilityFairValueGrossAsset,133000.000,2176000.000,0.000,,788000.000,640000.000,
DerivativeLiabilityFairValueGrossAssetAndRightToReclaimCashOffset,133000.000,2176000.000,0.000,,788000.000,640000.000,
DerivativeLiabilityFairValueGrossLiabilityIncludingNotSubjectToMasterNettingArrangement,13333000.000,2233000.000,14575000.000,,13745000.000,1136000.000,
DerivativeLiabilityFairValueOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,7900000.000,57000.000,14575000.000,,10245000.000,,
DueToRelatedPartiesCurrentAndNoncurrent,,,52164000.000,52808000.000,53461000.000,54114000.000,54774000.000
DueToRelatedPartiesNoncurrent,39655000.000,40477000.000,41429000.000,42421000.000,292727000.000,396408000.000,395881000.000
EmployeeRelatedLiabilitiesCurrent,,,,47032000.000,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,22000.000,,,
FlightEquipmentGross,80631000.000,,201964000.000,373199000.000,480630000.000,630649000.000,645345000.000
IntangibleAssetsNetExcludingGoodwill,,,,49000000.000,,,
LeaseIncentiveReceivable,,,,19500000.000,,,
Liabilities,613367000.000,620265000.000,692543000.000,760384000.000,892629000.000,1011262000.000,955057000.000
LiabilitiesAndStockholdersEquity,1099008000.000,1183723000.000,1320488000.000,1568531000.000,1729223000.000,1896452000.000,1894266000.000
LiabilitiesCurrent,417079000.000,437141000.000,435676000.000,417434000.000,472976000.000,489270000.000,431938000.000
LongTermDebt,137900000.000,149100000.000,173117000.000,268441000.000,338090000.000,432252000.000,432430000.000
LongTermDebtCurrent,47757000.000,68656000.000,61518000.000,48843000.000,40654000.000,29878000.000,30581000.000
LongTermDebtNoncurrent,50450000.000,40000000.000,112327000.000,216477000.000,43445000.000,44470000.000,45505000.000
OtherAssetsMiscellaneousNoncurrent,,,,1693000.000,,,
OtherAssetsNoncurrent,120579000.000,127032000.000,133014000.000,137272000.000,142482000.000,161395000.000,166639000.000
OtherLiabilitiesCurrent,87367000.000,92573000.000,100291000.000,117135000.000,106119000.000,123076000.000,117972000.000
OtherLiabilitiesNoncurrent,106183000.000,102647000.000,103111000.000,84052000.000,83481000.000,81114000.000,81733000.000
OtherSundryLiabilitiesCurrent,,,,39496000.000,,,
OtherSundryLiabilitiesNoncurrent,,,,1731000.000,,,
PreferredStockParOrStatedValuePerShare,,,,0.010,,,
PreferredStockSharesAuthorized,,,,10000000.000,,,
PreferredStockSharesIssued,,,,0.000,,,
PreferredStockSharesOutstanding,,,,0.000,,,
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,33809000.000,35404000.000,35629000.000,10675000.000,15016000.000,19849000.000,17940000.000
PropertyPlantAndEquipmentNet,179344000.000,198499000.000,292813000.000,438899000.000,524060000.000,643733000.000,652193000.000
PropertyPlantAndEquipmentOther,73510000.000,,78412000.000,85471000.000,89584000.000,95057000.000,99474000.000
PurchaseObligation,,423501000.000,342699000.000,211867000.000,,,
PurchaseObligationDueAfterFifthYear,,0.000,0.000,0.000,,,
PurchaseObligationDueInFifthYear,,0.000,0.000,0.000,,,
PurchaseObligationDueInFourthYear,,0.000,0.000,0.000,,,
PurchaseObligationDueInSecondYear,,209583000.000,208628000.000,0.000,,,
PurchaseObligationDueInThirdYear,,0.000,0.000,0.000,,,
PurchaseObligationFutureMinimumPaymentsRemainderOfFiscalYear,,213918000.000,134071000.000,211867000.000,,,
ReceivablesNetCurrent,,,,19556000.000,,,
RestrictedCashAndCashEquivalentsNoncurrent,18775000.000,19744000.000,19745000.000,19800000.000,20354000.000,22193000.000,21559000.000
RetainedEarningsAccumulatedDeficit,-740230000.000,-675241000.000,-603386000.000,-412479000.000,-395025000.000,-356921000.000,-305123000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,11100000.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,50995.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,15.010,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableNumber,,,,46457.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageExercisePrice,,,,15.470,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,,,50909.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,,,,15.020,,,
SharePrice,,,,36.010,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,9900000.000,,,
StockholdersEquity,485641000.000,563458000.000,627945000.000,808147000.000,836594000.000,885190000.000,939209000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,485641000.000,563458000.000,627945000.000,808147000.000,836594000.000,885190000.000,939209000.000
TreasuryStockShares,,,,168449.000,,,
TreasuryStockValue,,,,5038000.000,5038000.000,6856000.000,6856000.000
UnrecognizedTaxBenefits,,,,5043000.000,,,
UnrecordedUnconditionalPurchaseObligationBalanceOnFirstAnniversary,202600000.000,213918000.000,134071000.000,,128300000.000,,
UnrecordedUnconditionalPurchaseObligationBalanceOnSecondAnniversary,184200000.000,209583000.000,208628000.000,,,,
