,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31
DeferredTaxAssetsGross,,,,,,,,,-854550.000,-1179445.000,-1201483.000,-1202592.000,-1203319.000,-1204401.000,,,-1205697.000,,,
DeferredTaxAssetsNet,,,,,,,,,,,,0.000,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,-854550.000,-1179445.000,-1201483.000,-1202592.000,-1203319.000,-1204401.000,,,1205697.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,-854550.000,-1179445.000,-1201483.000,1202592.000,1203319.000,512.000,,,1810.000,,,
DeferredTaxAssetsValuationAllowanceCurrent,,,,,,,,,,,,,,1204401.000,,,1205697.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,,,50886.000,58176.000,2946975.000,2958998.000,2960459.000,3015775.000,3018559.000,3020385.000,3023051.000,3024696.000,3025466.000,,,,
DueFromRelatedParties,,,,,,,684163.000,,,,,,,,,,,,,
DueFromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,62695.000,62695.000,62695.000,
DueToRelatedPartiesCurrentAndNoncurrent,11826.000,15423.000,15423.000,15423.000,15423.000,23337.000,,,,0.000,1198.000,4880.000,6595.000,9593.000,10593.000,10593.000,12624.000,14364.000,16074.000,16524.000
EquityMethodInvestmentOwnershipPercentage,,,,,,,,0.823,0.771,0.578,0.578,0.578,0.578,0.578,,0.578,0.578,0.578,0.578,0.578
Liabilities,18525.000,20243.000,21599.000,23749.000,24837.000,26375.000,9992.000,18807.000,30800.000,32231.000,87294.000,89842.000,91644.000,94310.000,95955.000,96725.000,97270.000,99095.000,100320.000,39725.000
LiabilitiesAndStockholdersEquity,0.000,,,0.000,,50489.000,686816.000,63268.000,63238.000,63208.000,62955.000,62719.000,62695.000,62695.000,62695.000,62695.000,62695.000,62695.000,62695.000,
OperatingLossCarryforwards,,,,,,,,,,,,,,1204401.000,,,1205697.000,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValueOutstanding,,,,,,,,,,,,0.000,0.000,,,,,,,
RetainedEarningsAccumulatedDeficit,-43525.000,-45243.000,-46599.000,-48749.000,-49837.000,50886.000,58176.000,2946975.000,2958998.000,2960459.000,3015775.000,3018559.000,3020385.000,3023051.000,3024696.000,3025466.000,3026011.000,3027836.000,3029061.000,3031161.000
SaleOfStockPricePerShare,,,,,,,,2.000,,,,,,,,,,,,
SharesOutstanding,,,,,-24837.000,,,,,,,,,,,,,,,
StockholdersEquity,-18525.000,-20243.000,-21599.000,-23749.000,-24837.000,24114.000,676824.000,44461.000,32438.000,30977.000,-24339.000,-27123.000,-28949.000,-31615.000,-33260.000,-34030.000,-34575.000,-36400.000,-37625.000,-39725.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-18525.000,,,-23749.000,,24114.000,676824.000,44461.000,32438.000,30977.000,-24339.000,-27123.000,-28949.000,-31615.000,-33260.000,-34030.000,-34575.000,-36400.000,-37625.000,
