,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
CommonStockValue,2433.000,2748.000,2828.000,2834.000,2862.000,2923.000,3711.000,3797.000,4067.000,4147.000,4147.000,431.000,477.000,481.000
ConvertibleDebt,,,,,886538.000,718087.000,,,,,,,,
ConvertibleLongTermNotesPayable,404152.000,338505.000,395655.000,452183.000,886538.000,718087.000,360803.000,470980.000,216840.000,289986.000,363133.000,372268.000,579372.000,778034.000
ConvertibleNotesPayable,,,,,886538.000,1218087.000,360803.000,,553526.000,653391.000,753256.000,789108.000,1006872.000,1205534.000
ConvertibleNotesPayableCurrent,,,,,660935.000,700000.000,,,336686.000,363405.000,390123.000,416840.000,427500.000,427500.000
DebtInstrumentConvertibleConversionPrice1,,,,,0.290,,,,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,
DebtInstrumentUnamortizedDiscount,,,,,,500000.000,1402030.000,1291853.000,1044307.000,944442.000,844577.000,2298559.000,2080795.000,1842133.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,1901000.000,,,,4261000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,4261000.000,,,
DepositsAssetsNoncurrent,,,,,23777.000,23777.000,23777.000,23777.000,16540.000,16540.000,12777.000,12777.000,8917.000,8917.000
DerivativeLiabilitiesCurrent,6294052.000,8952110.000,6211021.000,4483747.000,,,,,,,,4832917.000,2348484.000,3647735.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,9594743.000,13539560.000,11579511.000,10819555.000,10480398.000,11217555.000,14215072.000,15838972.000,18404899.000,19558634.000,22029794.000,28163105.000,27632441.000,30189998.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,2113388.000,1991847.000,,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,,,1564928.000,2288456.000,1514948.000,,,,
InterestPayableCurrent,40218.000,33613.000,39716.000,45754.000,58846.000,76397.000,37016.000,48033.000,56045.000,66254.000,76462.000,86706.000,123086.000,160318.000
Liabilities,6990741.000,9612919.000,6816841.000,5297628.000,1912713.000,1739179.000,1001448.000,1064503.000,961129.000,1092406.000,2811834.000,,,
LiabilitiesAndStockholdersEquity,161647.000,705598.000,632976.000,288544.000,465803.000,439365.000,2793959.000,2124920.000,1218813.000,907825.000,308830.000,1224569.000,367329.000,581186.000
LiabilitiesCurrent,6586589.000,9274414.000,6421186.000,4845445.000,1026175.000,1021092.000,640645.000,593523.000,744289.000,802420.000,1277989.000,6153383.000,4311712.000,5931744.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,43715.000,,,,44873.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,48346.000,,,,12159.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,47189.000,,,,48346.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,46030.000,,,,47189.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,44873.000,,,,46030.000,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,12159.000,,,,,,,
OperatingLossCarryforwards,,,,,,,4589000.000,,,,8861000.000,,,
OperatingLossCarryforwardsValuationAllowance,,,,,,,1901000.000,,,,2360000.000,,,
OtherAssetsCurrent,15575.000,14139.000,12909.000,7213.000,24100.000,22646.000,17622.000,11420.000,20390.000,23885.000,22438.000,62141.000,31123.000,29081.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000
PrepaidExpenseCurrent,,,,,,,,,,,,,,210495.000
PropertyPlantAndEquipmentNet,5351.000,4676.000,4000.000,5324.000,5321.000,6155.000,8514.000,7323.000,8136.000,7240.000,7405.000,6462.000,7510.000,6474.000
RetainedEarningsAccumulatedDeficit,,,,,1446910.000,1299814.000,-14215072.000,,,,-2503004.000,,,
SaleOfStockPricePerShare,,0.550,,,,,,,,,0.970,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsOutstandingNumber,,,,,,,9314720.000,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,,405464.000,405464.000,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,,2078597.000,2439814.000,2652281.000,2862873.000,3054715.000,353543.000,390105.000,411771.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,,0.950,0.944,0.943,0.945,0.952,9.130,9.042,9.031
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,,,119241.000,248123.000,556483.000,235507.000,86271.000,86271.000,0.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,4556998.000,4556998.000,4606998.000,5634498.000,5209498.000,5539498.000,5689498.000,556450.000,548950.000,548950.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,0.987,0.895,0.851,0.838,0.832,8.370,8.423,8.421
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableNumber,,,,,,,2078597.000,,,,3082215.000,,,
SharePrice,,,,,0.790,,,,,,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,,,86947.000,148112.000,252641.000,166168.000,84475.000,86271.000,0.000,0.000
SharesHeldInEmployeeStockOptionPlanCommittedToBeReleased,,,,,,,305464.000,,,,3022964.000,,,
StockholdersEquity,,-8907321.000,-6183865.000,-5009084.000,-1446910.000,-1299814.000,1792511.000,1060417.000,257684.000,-184581.000,-2503004.000,-5301082.000,-4678829.000,-6598442.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-6829094.000,-8907321.000,-6183865.000,-5009084.000,-1446910.000,-1299814.000,1792511.000,1060417.000,257684.000,-184581.000,-2503004.000,,,
