,2011-09-11,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,,,,,0.500,2.000,,,,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,800000.000,,,,,,,,,
ClassOfWarrantOrRightOutstanding,,,,6700000.000,7500000.000,5500000.000,5600000.000,5600000.000,5600000.000,5660000.000,1535000.000,1160000.000,1160000.000,1160000.000
CommonStockParOrStatedValuePerShare,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,30000.000,,60000.000,,,,
CommonStockSharesAuthorized,,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,,4700000.000,13925931.000,14576527.000,16236527.000,18469769.000,20121769.000,20151769.000,21059893.000,21424893.000,21593761.000,21859994.000,21859994.000,21859995.000
CommonStockSharesOutstanding,,4700000.000,13925931.000,14576527.000,16236527.000,18469769.000,20121769.000,20151769.000,21059893.000,21424893.000,21593761.000,21859994.000,21859994.000,21859995.000
CommonStockSharesSubscribedButUnissued,,,,,500000.000,773000.000,,850000.000,60000.000,,,,,
CommonStockSharesSubscriptions,,40000.000,0.000,,250000.000,386500.000,,425000.000,30000.000,,,,,
CommonStockValue,,4700.000,13926.000,14577.000,16237.000,18470.000,20122.000,20152.000,21060.000,21425.000,21594.000,21860.000,21860.000,21860.000
ConvertibleDebt,,,,,,,,,,,,2500000.000,,
ConvertibleNotesPayable,,,0.000,,,,,,,,,,,
DebtInstrumentConvertibleConversionPrice1,,,,0.500,,,,,,,,,,
DebtInstrumentFaceAmount,,,,,,,,,500000.000,500000.000,500000.000,,,
DebtInstrumentInterestRateStatedPercentage,,,,0.100,,,,,,,,,,
DeferredCompensationShareBasedArrangementsLiabilityCurrent,,,,,,17500.000,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,520764.000,635094.000,700264.000,784380.000,852713.000,962697.000,1051296.000,,1324222.000,1455632.000
DeferredTaxAssetsValuationAllowance,,,,,520764.000,635094.000,700264.000,700264.000,852713.000,962697.000,1051296.000,,1324222.000,1455632.000
DepositAssets,,,111250.000,,,,25000.000,,,,,,,
DepositsAssetsCurrent,,,,5000.000,-4474.000,2756.000,15137.000,2013.000,8765.000,26970.000,43568.000,17963.000,10864.000,100.000
DepositsAssetsNoncurrent,,,,,,,,135500.000,162500.000,162500.000,162500.000,162500.000,162500.000,162500.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,413039.000,960215.000,1617777.000,2603822.000,3175471.000,,3936138.000,,,,6205487.000,-6642152.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesCashInflows,,,,,,,,,,,,4056397.000,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesNetCashFlows,,,,,,,,,,,,2420671.000,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesTenPercentAnnualDiscountForEstimatedTimingOfCashFlows,,,,,,,,,,,,369511.000,,
InterestPayableCurrent,,,,,30447.000,,,,,,,,,
Liabilities,,577791.000,1028896.000,1050777.000,1334277.000,1496073.000,970133.000,1397497.000,2896322.000,2980409.000,3112468.000,3687038.000,3831341.000,4026049.000
LiabilitiesAndStockholdersEquity,,477742.000,1074595.000,868952.000,1062207.000,1773953.000,1748167.000,1773658.000,3392380.000,3067145.000,2900809.000,3139027.000,2846665.000,2409827.000
LiabilitiesCurrent,,77791.000,528896.000,550777.000,762155.000,810314.000,284374.000,711738.000,210563.000,294650.000,368754.000,543324.000,637627.000,832335.000
LongTermDebt,,500000.000,500000.000,500000.000,500000.000,575000.000,,,,,,,,
LongTermDebtNoncurrent,,,,,,,575000.000,,,,,,,
LongTermNotesPayable,,,,,,,,575000.000,2575000.000,2575000.000,2575000.000,2975000.000,3025000.000,3025000.000
LossContingencySettlementAgreementConsideration1,,,,,100000.000,,,,,,,,,
MachineryAndEquipmentGross,,,,,16500.000,51043.000,59067.000,59067.000,78567.000,128999.000,168409.000,192745.000,192745.000,179221.000
MinorityInterest,,,0.000,,,,,,,,,,,
OilAndGasPropertyFullCostMethodDepletion,,,,,24283.000,,5019.000,,,,,,,
OilAndGasPropertyFullCostMethodGross,,,,,1016755.000,,1004300.000,567973.000,,,,,,
OilAndGasPropertyFullCostMethodNet,,,,,992472.000,1283877.000,999281.000,1382785.000,1427071.000,1534478.000,1868785.000,2149312.000,2159541.000,1984577.000
OtherAssetsNoncurrent,,0.000,676700.000,851700.000,,,,,,,,,,
OtherNotesPayable,,,375000.000,370000.000,405000.000,140000.000,125000.000,,,,,,,
OtherNotesPayableCurrent,,,,,,,,115000.000,5000.000,,,,,40000.000
PreferredStockParOrStatedValuePerShare,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000
PreferredStockSharesIssued,,,,0.000,,,0.000,,0.000,0.000,,,,
PreferredStockSharesOutstanding,,,,0.000,,,0.000,,0.000,0.000,,,,
PreferredStockValue,,0.000,0.000,,,,,,,,,,,
PropertyPlantAndEquipmentGross,,,,,16500.000,51043.000,59067.000,59067.000,78567.000,128999.000,168409.000,192745.000,192745.000,179221.000
PropertyPlantAndEquipmentNet,,,,,16500.000,49094.000,54298.000,125758.000,145432.000,262926.000,295056.000,422497.000,422182.000,240154.000
RetainedEarningsAccumulatedDeficit,,,,-1617777.000,-2603822.000,-3175471.000,-3501322.000,-3936134.000,-4270298.000,-4827716.000,-5270714.000,-6205487.000,-6642152.000,-7273698.000
SaleOfStockPricePerShare,,,,,0.500,,0.500,0.500,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,,,2000000.000,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,,,,,,1700000.000,1700000.000,1700000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,,,,,,0.500,0.500,0.500
SharePrice,,,,,0.500,0.500,,0.500,0.500,,,,,
StandardizedMeasureOfDiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReserves,,,,,,,,,,,,2051160.000,,
StockholdersEquity,,-100049.000,45699.000,-181825.000,-272070.000,277880.000,778034.000,376161.000,496058.000,86736.000,-211659.000,-548011.000,-984676.000,-1616222.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,-100049.000,45699.000,-181825.000,-272070.000,277880.000,778034.000,376161.000,496058.000,86736.000,-211659.000,-548011.000,-984676.000,-1616222.000
