,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31,2015-09-30,2016-09-30,2017-03-31
DeferredTaxAssetsOtherLossCarryforwards,,,,,,,,,,171284.000,226154.000,278342.000,,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,,,426700.000,19000.000
DepositAssets,,,,,,,,,,,3000.000,3000.000,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,,,,,-59095696.000,,,,,,,,
DueFromRelatedPartiesNoncurrent,,,,,,,,,,,,,119248.000,,,
InterestAndDividendsPayableCurrent,,,,,54.000,,,,,,,,,,,
InvestmentOwnedAtFairValue,,,,,,,56874.000,40109.000,40109.000,,,,,,,
Liabilities,35650.000,35650.000,42528.000,40849.000,57988.000,40109.000,56874.000,64572.000,70748.000,81130.000,137528.000,191370.000,491066.000,1005604.000,925890.000,1009931.000
LiabilitiesAndStockholdersEquity,73.000,14773.000,7175.000,3374.000,3987.000,600.000,2890.000,2743.000,37.000,0.000,4183.000,6701.000,10360.000,178544.000,0.000,1112.000
LiabilitiesCurrent,35650.000,35650.000,42528.000,40849.000,57988.000,40109.000,,,,81130.000,136904.000,191370.000,491066.000,1005604.000,,
LineOfCredit,,,,,,,,,,,,,,,,150000.000
LoansPayableCurrent,,,,,20000.000,,,,,,,,,,,
ManagementFeePayable,,,,,,,,,,,,,,,,188.000
NotesPayableCurrent,35650.000,35650.000,40750.000,40750.000,37750.000,39550.000,44350.000,50350.000,50550.000,,,,,,,
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,,,78248.000,136904.000,190730.000,440579.000,873597.000,818770.000,820371.000
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,44350.000,50350.000,,,,,,,,
OperatingLossCarryforwards,,,,,,,,,157605.000,,,,518362.000,1265733.000,1255000.000,55000.000
PreferredStockParOrStatedValuePerShare,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001
PreferredStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000
PreferredStockSharesIssued,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,,,,,,,,,,,,,0.000,0.000
PreferredStockValue,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,,
PropertyPlantAndEquipmentGross,,,,,,,,,,,,,,61345.000,,
PropertyPlantAndEquipmentGrossExcludingCapitalLeasedAssets,,,,,,,,,,,,,,52845.000,,
PropertyPlantAndEquipmentNet,,,,,,,,,,,,,,53663.000,,
ReceivableFromShareholdersOrAffiliatesForIssuanceOfCapitalStock,,,-10000.000,-10000.000,,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,-136308.000,-138206.000,-153571.000,-156582.000,-174288.000,-59044272.000,-59060782.000,-59095696.000,-59105772.000,-59119451.000,-59174321.000,-59226509.000,-59867546.000,-59988017.000,-60312730.000,-60613009.000
SharesOutstanding,110000000.000,111570000.000,112570000.000,112570000.000,111570000.000,500000000.000,300000000.000,210000000.000,210000000.000,,,,,,,
StockholdersEquity,,,,,,,,,,-81130.000,-70711.000,-184669.000,-480706.000,-827060.000,-925890.000,-1008819.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-35577.000,-20877.000,-35353.000,-37475.000,-54001.000,-39509.000,-53984.000,-61829.000,-70711.000,-81130.000,-133345.000,-184669.000,-480706.000,-827060.000,-925890.000,-1008819.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,,,,,7723.000,,,,,,,,,
UnrecordedUnconditionalPurchaseObligationImputedInterest,,,,,,,,1069.000,,,,,,,,
