,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
CommonStockSharesOutstanding,26376.000,26376.000,26376.000,26376.000,148350510.000,199160014.000,148350510.000,199160014.000,199160014.000,199160014.000,199160014.000,199160014.000,199160014.000,199160014.000,199160014.000
CommonStockValue,26.000,145.000,745.000,745.000,198620.000,199160.000,199160.000,199160.000,199160.000,199160.000,199160.000,199160.000,199160.000,199160.000,199160.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,,,79848.000,79312.000,78437.000,74478.000
DeferredTaxAssetsNet,,,,,,,,,,,,82918.000,84025.000,80705.000,79599.000
DeferredTaxAssetsNetCurrent,,,,,,,,,,,,10292.000,10292.000,10292.000,10292.000
DeferredTaxAssetsNetNoncurrent,,,,,,,,,,,,72626.000,73733.000,70413.000,69307.000
DeferredTaxLiabilities,,,,,,,,,,,,3070.000,4713.000,2268.000,5121.000
DepositAssets,,,,,,,,16500.000,16500.000,16500.000,16500.000,16500.000,16500.000,16500.000,16500.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-91294.000,-94259.000,-115679.000,-228763.000,,,,,,,,,,,
InventoryNet,,,,,95452.000,78944.000,72228.000,78245.000,86133.000,174564.000,107414.000,118625.000,166114.000,186668.000,239954.000
Liabilities,65931.000,57040.000,31118.000,102876.000,214514.000,192665.000,230306.000,166100.000,102904.000,168812.000,254277.000,349295.000,327893.000,378644.000,480967.000
LiabilitiesAndStockholdersEquity,36290.000,36272.000,48930.000,7604.000,218091.000,296298.000,392411.000,372446.000,340034.000,477322.000,579250.000,636768.000,677164.000,772576.000,956858.000
LiabilitiesCurrent,54105.000,56639.000,23841.000,94551.000,201541.000,172693.000,212515.000,150450.000,87254.000,153162.000,186173.000,277322.000,257466.000,313901.000,416660.000
LiabilitiesNoncurrent,,,,,,,,15650.000,15650.000,15650.000,68104.000,71973.000,70427.000,64743.000,64307.000
LinesOfCreditCurrent,,400.000,7250.000,8250.000,8250.000,,,,,,,,,,
LongTermDebt,,401.000,7277.000,8325.000,12973.000,19972.000,17791.000,,,,,,,,
LongTermDebtPercentageBearingFixedInterestRate,,,,,,,,,,,0.062,0.062,,,
LongTermLineOfCredit,9500.000,,,,,8250.000,8250.000,,,,,,,,
MarketableSecurities,,,,,50000.000,50000.000,50000.000,50000.000,50000.000,50000.000,50000.000,,,,
NotesPayable,,,,,,,,,,,52454.000,53253.000,50064.000,46825.000,43536.000
NotesPayableCurrent,,,,,,,,,,,16016.000,12268.000,12461.000,12657.000,76377.000
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,11567.000,9344.000,,,,,,,,
NotesPayableRelatedPartiesCurrent,,,,,4607.000,,,,,,,,,,
NotesPayableRelatedPartiesCurrentAndNoncurrent,2200.000,,,,,,,,,,,,,,
NotesPayableRelatedPartiesNoncurrent,,,,,,,,15453.000,15453.000,15453.000,15453.000,15453.000,15453.000,15453.000,15453.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,5200.000,,,,,,,
OperatingLossCarryforwards,,,,,,,,,,,,83000.000,,,
OtherAssets,,,,,,,,71299.000,70875.000,70450.000,206495.000,223434.000,218854.000,209848.000,203055.000
OtherLongTermNotesPayable,,,,,,,,,,,68470.000,68470.000,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,,0.000,,,,,,,,
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,,0.000,,,,,,,,
PrepaidExpense,36109.000,36109.000,36109.000,4375.000,,,,,,,,,,,
PrepaidExpenseCurrent,,,,,,,,,,,1875.000,938.000,,5353.000,7500.000
PropertyPlantAndEquipmentGross,,,,,,4356.000,4356.000,6344.000,6344.000,6344.000,144792.000,144792.000,144792.000,144792.000,144792.000
PropertyPlantAndEquipmentNet,,,,,,3410.000,3410.000,4799.000,4375.000,3950.000,139995.000,134308.000,128621.000,122935.000,117248.000
RetainedEarningsAccumulatedDeficit,,,,,-195043.000,-229987.000,23528.000,59519.000,90303.000,161683.000,178146.000,140646.000,202444.000,247105.000,329064.000
SharesIssued,,,,-95272.000,,,,,,,,,,,
StockholdersEquity,-29641.000,-20768.000,17812.000,-95272.000,3577.000,103633.000,162105.000,206346.000,237130.000,308510.000,324973.000,287473.000,349271.000,393932.000,475891.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-29641.000,-20768.000,17812.000,-95272.000,3577.000,103633.000,162105.000,206346.000,237130.000,308510.000,324973.000,287473.000,349271.000,393932.000,475891.000
TaxesPayableCurrent,,,,,,,12121.000,,,,,,,,
