,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
OtherAssetsNoncurrent,104240.000,55161.000,142870.000,142870.000,142870.000,142870.000,142870.000
PreferredStockSharesAuthorized,,,,,,5000000.000,5000000.000
PreferredStockSharesOutstanding,,,,,,0.000,0.000
PreferredStockValue,,,,,,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,339203.000,1081084.000,841804.000,793808.000,359863.000,954581.000,699525.000
PropertyPlantAndEquipmentGross,,2858384.000,,,,3540440.000,
PropertyPlantAndEquipmentNet,2781885.000,2766992.000,2838979.000,3461121.000,3291873.000,3418077.000,3465055.000
RetainedEarningsAccumulatedDeficit,-54195499.000,-62253970.000,-71424380.000,-80800509.000,-91559771.000,-101074968.000,-113258775.000
StockholdersEquity,-50643768.000,122477527.000,114722964.000,106756104.000,97508147.000,89276557.000,78646747.000
TemporaryEquitySharesAuthorized,26000000.000,5000000.000,,,,,
TemporaryEquitySharesOutstanding,,0.000,,,,,
WarrantsAndRightsOutstanding,3726043.000,0.000,,,,,
WorkersCompensationLiabilityCurrent,819714.000,1510430.000,453695.000,846759.000,1300793.000,1866255.000,1030102.000
