,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
DueFromOtherRelatedPartiesCurrent,,,,,,,,,26180.000,26258.000,26044.000
DueToOfficersOrStockholdersCurrent,,,13410.000,6064.000,,,,,,,
DueToRelatedPartiesCurrent,6455111.000,6301714.000,1732359.000,1742367.000,3405411.000,4426400.000,5403068.000,6111781.000,6532075.000,333858.000,435250.000
DueToRelatedPartiesNoncurrent,,,,,,,,,,6464867.000,6496365.000
EquityMethodInvestmentOwnershipPercentage,,,,,,,,,,,1.000
ForeignCurrencyExchangeRateTranslation1,,,,,,6.316,6.282,6.188,,6.114,6.164
FurnitureAndFixturesGross,,,,,221039.000,221666.000,222883.000,58221.000,39548.000,39791.000,39466.000
IntangibleAssetsCurrent,,,,,,,,,,14789.000,
IntangibleAssetsNetExcludingGoodwill,,,33272.000,38225.000,34018.000,31575.000,29194.000,27041.000,24595.000,7128.000,565.000
LeaseholdImprovementsGross,,,,,215762.000,216373.000,217562.000,90597.000,91139.000,91697.000,90947.000
Liabilities,6789169.000,6628905.000,2278803.000,2213480.000,4035935.000,4992435.000,6101535.000,6799352.000,7181227.000,7573108.000,7639540.000
LiabilitiesAndStockholdersEquity,2312433.000,3945096.000,3035788.000,1851661.000,956542.000,653950.000,793767.000,528881.000,360453.000,341659.000,260140.000
LiabilitiesCurrent,6789169.000,6628905.000,2278803.000,2213480.000,4035935.000,4992435.000,6101535.000,6799352.000,7181227.000,1108241.000,1143175.000
LongTermInvestments,,642.000,644.000,644.000,644.000,644.000,644.000,644.000,644.000,644.000,644.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,1159641.000,1033071.000,777607.000,184894.000,186001.000,214186.000,212434.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,129488.000,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,36978.000,37201.000,53547.000,53108.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,512199.000,513650.000,516471.000,73958.000,74400.000,107093.000,106217.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,517954.000,519421.000,261136.000,73958.000,74400.000,53546.000,53109.000
OtherReceivablesNetCurrent,32345.000,30769.000,156268.000,119307.000,84261.000,10592.000,77293.000,150360.000,54698.000,42293.000,35987.000
PrepaidExpenseCurrent,11805.000,64963.000,322580.000,214305.000,233944.000,4751.000,163203.000,50754.000,26051.000,71325.000,37655.000
PrepaidExpenseCurrentAndNoncurrent,,,,,,,163203.000,50574.000,26051.000,71325.000,37655.000
PropertyPlantAndEquipmentGross,,,,,1060922.000,1108307.000,1101566.000,640928.000,589572.000,593180.000,588330.000
PropertyPlantAndEquipmentNet,187944.000,212562.000,494412.000,597650.000,573333.000,556884.000,507015.000,282855.000,219404.000,187603.000,153471.000
RetainedEarningsAccumulatedDeficit,,,,,-13373726.000,-14628454.000,-15574455.000,-16457113.000,-16969683.000,-377988.000,-17554484.000
StockholdersEquity,-4476736.000,-2683809.000,756985.000,-361819.000,-3079393.000,-4338485.000,-5307768.000,-6270471.000,-6820774.000,-7231449.000,-7379400.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-4476736.000,-2683809.000,756985.000,-361819.000,-3079393.000,-4338485.000,-5307768.000,-6270471.000,-6820774.000,-7231449.000,-7379400.000
TaxesPayableCurrent,,,,,387.000,737.000,3606.000,6140.000,11771.000,16619.000,17698.000
UnsecuredDebt,,,,,440359.000,447147.000,466873.000,430167.000,469598.000,581940.000,458096.000
VariableInterestEntityConsolidatedCarryingAmountAssets,,,,,775600.000,123052.000,176435.000,203248.000,113804.000,127217.000,102233.000
VariableInterestEntityConsolidatedCarryingAmountLiabilities,,,,,2728046.000,2682517.000,2744853.000,2842854.000,2903449.000,3055420.000,3241105.000
