,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,,,,,,,,,106700000.000,172200000.000,159200000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,,,,,,,5500000.000,5500000.000,2500000.000
CashAndCashEquivalentsAtCarryingValue,116479000.000,113163000.000,214135000.000,204250000.000,189256000.000,176460000.000,39814000.000,38156000.000,43438000.000,27783000.000,63681000.000,36995000.000,31016000.000,20950000.000,33157000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,6.560,6.530,6.310,,,,,,,,,,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,6.120,6.180,5.850,5.870,5.870,5.870,5.880,5.880,5.880,5.880,5.910,5.940
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,1013000.000,980000.000,912000.000,748000.000,610000.000,,417000.000,400000.000,398000.000,398000.000,397000.000,397000.000,397000.000,65000.000,64000.000
CommitmentsAndContingencies,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,,,0.000,
CommonStockCapitalSharesReservedForFutureIssuance,,30878000.000,,,,30850000.000,,,,30730000.000,,,,31330000.000,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000
CommonStockSharesIssued,28069628.000,28348630.000,31339135.000,31722496.000,32062884.000,34432025.000,32764080.000,32981074.000,33197649.000,33313355.000,37171067.000,37328903.000,37700693.000,38251826.000,38596062.000
CommonStockSharesOutstanding,28069628.000,28348630.000,31339135.000,31722496.000,32062884.000,34432025.000,32764080.000,32981074.000,33197649.000,33313355.000,37171067.000,37328903.000,37700693.000,38251826.000,38596062.000
CommonStockValue,35000.000,29000.000,32000.000,32000.000,33000.000,33000.000,33000.000,34000.000,34000.000,34000.000,38000.000,38000.000,38000.000,39000.000,39000.000
DeferredRentCreditCurrent,499000.000,499000.000,499000.000,499000.000,478000.000,519000.000,559000.000,605000.000,661000.000,661000.000,758000.000,762000.000,766000.000,769000.000,773000.000
DeferredRentCreditNoncurrent,2463000.000,2337000.000,2212000.000,2088000.000,1984000.000,1818000.000,1653000.000,1488000.000,1322000.000,1157000.000,1533000.000,1340000.000,1146000.000,953000.000,760000.000
DeferredRevenueCurrent,2351000.000,2031000.000,1735000.000,1505000.000,1382000.000,1162000.000,964000.000,666000.000,596000.000,555000.000,541000.000,541000.000,541000.000,541000.000,541000.000
DeferredRevenueNoncurrent,6205000.000,5620000.000,5241000.000,5124000.000,4967000.000,4816000.000,4642000.000,4509000.000,4374000.000,4239000.000,4109000.000,3973000.000,3839000.000,3704000.000,3567000.000
DeferredTaxAssetsDeferredIncome,,3005000.000,,,,2348000.000,,,,1883000.000,,,,1666000.000,
DeferredTaxAssetsGross,,66085000.000,,,,89802000.000,,,,109798000.000,,,,136537000.000,
DeferredTaxAssetsNet,,,,,,0.000,,,,0.000,,,,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,,51886000.000,,,,75334000.000,,,,90732000.000,,,,109429000.000,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,5519000.000,,,,6704000.000,,,,7864000.000,,,,9717000.000,
DeferredTaxAssetsTaxDeferredExpense,,5675000.000,,,,5416000.000,,,,9319000.000,,,,15725000.000,
DeferredTaxAssetsValuationAllowance,,66085000.000,,,,89802000.000,,,,109798000.000,,,,136537000.000,
DueFromRelatedPartiesCurrent,,,,,,,,,,,,,,3234000.000,3570000.000
EmployeeRelatedLiabilitiesCurrent,,2930000.000,,,,3050000.000,,,,3551000.000,,,,4840000.000,
FairValueDisclosureOffbalanceSheetRisksAmountAsset,,0.000,,,,0.000,,,,0.000,,,,0.000,
FairValueDisclosureOffbalanceSheetRisksAmountLiability,,0.000,,,,0.000,,,,0.000,,,,0.000,
FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,16526000.000,30753000.000,25942000.000,21512000.000,15028000.000,14124000.000,13702000.000,10680000.000,8064000.000,,8504000.000,11368000.000,12161000.000,1244000.000,1289000.000
FinancialLiabilitiesFairValueDisclosure,,,,,,14124000.000,,,,,,,,,
Liabilities,52696000.000,65920000.000,42583000.000,44817000.000,33091000.000,30011000.000,29779000.000,28115000.000,26632000.000,37074000.000,29325000.000,30374000.000,33338000.000,22050000.000,20809000.000
LiabilitiesAndStockholdersEquity,127260000.000,123732000.000,223040000.000,214644000.000,200712000.000,186296000.000,175573000.000,167518000.000,158420000.000,146337000.000,289602000.000,274230000.000,262885000.000,247647000.000,229129000.000
LiabilitiesCurrent,16523000.000,27210000.000,9188000.000,16093000.000,11112000.000,9253000.000,9782000.000,11438000.000,12872000.000,14491000.000,15179000.000,13693000.000,16192000.000,16149000.000,15193000.000
LitigationReserveCurrent,,,,5000000.000,,,,,,,,,,,
LongTermInvestments,,,,,,,63885000.000,42641000.000,32253000.000,31134000.000,114188000.000,141997000.000,112728000.000,94692000.000,71837000.000
LongTermNotesPayable,10979000.000,,,,,,,,,,,,,,
NotesPayableCurrent,7656000.000,16868000.000,,0.000,0.000,0.000,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,19457000.000,,,,14936000.000,,,,,,,,9585000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,4522000.000,,,,,,,,,,,,4547000.000,
OperatingLeasesFutureMinimumPaymentsDueFutureMinimumSubleaseRentals,,1084000.000,,,,241000.000,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,2953000.000,,,,2954000.000,,,,656000.000,,,,165000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,3938000.000,,,,3938000.000,,,,640000.000,,,,656000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,3938000.000,,,,3938000.000,,,,3577000.000,,,,640000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,4106000.000,,,,4106000.000,,,,4547000.000,,,,3577000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,165000.000,,,,,
OtherAccruedLiabilitiesCurrent,,1650000.000,,,,1081000.000,,,,2713000.000,,,,2432000.000,
OtherAssetsNoncurrent,22000.000,92000.000,,0.000,0.000,0.000,69000.000,60000.000,43000.000,368000.000,7000.000,8000.000,6000.000,22000.000,20000.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,25000000.000,,,25000000.000,25000000.000,,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,2179000.000,2243000.000,1685000.000,2180000.000,3947000.000,2480000.000,2576000.000,1773000.000,2536000.000,2458000.000,3165000.000,3081000.000,3676000.000,3862000.000,4086000.000
PropertyPlantAndEquipmentGross,,23390000.000,,,,22421000.000,,,,23261000.000,,,,26958000.000,
PropertyPlantAndEquipmentNet,3564000.000,3705000.000,3674000.000,3581000.000,3379000.000,3087000.000,2949000.000,2902000.000,2945000.000,3106000.000,3724000.000,4190000.000,4215000.000,5201000.000,7107000.000
RestrictedCashAndCashEquivalents,,,,,,,,,796000.000,796000.000,,,,946000.000,
RestrictedCashAndCashEquivalentsAtCarryingValue,913000.000,913000.000,913000.000,902000.000,902000.000,902000.000,902000.000,902000.000,,,996000.000,996000.000,946000.000,,1132000.000
RetainedEarningsAccumulatedDeficit,-174221000.000,-192324000.000,-201444000.000,-217995000.000,-225966000.000,-243583000.000,-258156000.000,-268537000.000,-280395000.000,-307477000.000,-302417000.000,-324433000.000,-345203000.000,-364491000.000,-389977000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,956000.000,,,,1943000.000,,,,1890000.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,,2084000.000,2022000.000,,1997000.000,,,,1779000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,,6.710,8.110,,10.790,,,,19.360,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,,,81162000.000,57874000.000,,95479304000.000,,,,18562282000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,3942000.000,,,,3210000.000,3669000.000,3477000.000,,3191000.000,,,,3316000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,16.810,17.570,,18.850,,,,25.960,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,,,,,,,80696000.000,57557000.000,,94709640000.000,,,,18560293000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,,,,,,3600000.000,3399000.000,,3135000.000,,,,3258000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,,,,,,,16.490,17.190,,18.560,,,,25.830,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,,,65526000.000,48490000.000,,75853297000.000,,,,18421393000.000,
ShortTermInvestments,,,,,,,61329000.000,75798000.000,72459000.000,77064000.000,100784000.000,83724000.000,107279000.000,118740000.000,108220000.000
StockholdersEquity,74564000.000,57812000.000,180457000.000,169827000.000,167621000.000,156285000.000,145794000.000,139403000.000,131788000.000,109263000.000,260277000.000,243856000.000,229547000.000,225597000.000,208320000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,74564000.000,57812000.000,180457000.000,169827000.000,167621000.000,156285000.000,145794000.000,139403000.000,131788000.000,109263000.000,260277000.000,243856000.000,229547000.000,225597000.000,208320000.000
UnrecognizedTaxBenefits,,0.000,,,,,,,,,,,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAccrued,,0.000,,,,,,,,,,,,,
UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued,,0.000,,,,,,,,,,,,,
