,2011-01-01,2011-04-20,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2015-01-03,2015-04-04,2015-07-04,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01
Assets,15282000000.000,,14839000000.000,15281000000.000,13615000000.000,13280000000.000,13068000000.000,13065000000.000,13033000000.000,12557000000.000,12440000000.000,12457000000.000,12944000000.000,14963000000.000,15135000000.000,14739000000.000,14605000000.000,14738000000.000,14948000000.000,14898000000.000,14708000000.000,15099000000.000,15034000000.000,15167000000.000,15358000000.000,15703000000.000,15775000000.000
CapitalLeasedAssetsGross,,,,,251000000.000,,,,251000000.000,,,,247000000.000,,,,279000000.000,,,,275000000.000,,,,284000000.000,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,47000000.000,,,,51000000.000,,,,56000000.000,,,,68000000.000,,,,87000000.000,,,,85000000.000,,
CashAndCashEquivalentsAtCarryingValue,931000000.000,,651000000.000,1542000000.000,885000000.000,646000000.000,911000000.000,1238000000.000,1413000000.000,791000000.000,571000000.000,637000000.000,1211000000.000,780000000.000,815000000.000,511000000.000,822000000.000,708000000.000,792000000.000,614000000.000,1005000000.000,778000000.000,743000000.000,739000000.000,1298000000.000,997000000.000,1129000000.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,,62000000.000,,,,63000000.000,,,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,,,,,0.125,,,,0.125,,,,0.125,,,,0.125,,,,0.125,,,,0.125,,
CommonStockSharesAuthorized,,,,,500000000.000,,,,500000000.000,,,,500000000.000,,,,500000000.000,,,,500000000.000,,,,500000000.000,,
CommonStockSharesIssued,277.700,,,,279100000.000,,,,282600000.000,,,,282100000.000,,,,285500000.000,,,,288300000.000,,,,270300000.000,,
CommonStockSharesOutstanding,275.700,,277224000.000,278037000.000,278873000.000,280165000.000,280828000.000,281732000.000,271263000.000,276081000.000,280390000.000,281071000.000,282059000.000,278888000.000,279748000.000,276195000.000,276582000.000,277497000.000,276342000.000,273862000.000,274228000.000,268721000.000,269344000.000,270134000.000,270287000.000,267717000.000,265113000.000
CommonStockValue,35000000.000,,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,37000000.000,37000000.000,35000000.000,35000000.000,35000000.000,36000000.000,36000000.000,36000000.000,36000000.000,36000000.000,36000000.000,36000000.000,36000000.000,36000000.000,34000000.000,34000000.000,34000000.000
CustomerDepositsCurrent,,,,,729000000.000,,,,725000000.000,,,,888000000.000,,,,,,,,,,,,,,
DeferredRevenueCurrent,,,,,169000000.000,,,,115000000.000,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsDeferredIncome,,,,,52000000.000,,,,29000000.000,,,,14000000.000,,,,22000000.000,,,,9000000.000,,,,11000000.000,,
DeferredTaxAssetsGross,,,,,1558000000.000,,,,1415000000.000,,,,976000000.000,,,,1383000000.000,,,,1256000000.000,,,,1283000000.000,,
DeferredTaxAssetsInventory,,,,,38000000.000,,,,30000000.000,,,,18000000.000,,,,79000000.000,,,,71000000.000,,,,49000000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,828000000.000,,,,785000000.000,,,,200000000.000,,,,752000000.000,,,,647000000.000,,,,669000000.000,,
DeferredTaxAssetsNet,,,,,1369000000.000,,,,1250000000.000,,,,810000000.000,,,,1216000000.000,,,,1141000000.000,,,,1167000000.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,74000000.000,,,,81000000.000,,,,84000000.000,,,,137000000.000,,,,142000000.000,,,,158000000.000,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,30000000.000,,,,19000000.000,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsOther,,,,,172000000.000,,,,168000000.000,,,,123000000.000,,,,91000000.000,,,,97000000.000,,,,56000000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,,196000000.000,,,,180000000.000,,,,161000000.000,,,,190000000.000,,,,184000000.000,,,,175000000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,,,,635000000.000,,,,643000000.000,,,,358000000.000,,,,541000000.000,,,,436000000.000,,,,529000000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,193000000.000,,,,205000000.000,,,,182000000.000,,,,287000000.000,,,,288000000.000,,,,282000000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,68000000.000,,,,39000000.000,,,,29000000.000,,,,36000000.000,,,,29000000.000,,,,23000000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,,,,,130000000.000,,,,40000000.000,,,,7000000.000,,,,,,,,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,189000000.000,,,,165000000.000,,,,166000000.000,,,,167000000.000,,,,115000000.000,,,,116000000.000,,
DeferredTaxLiabilities,,,,,541000000.000,,,,465000000.000,,,,610000000.000,,,,464000000.000,,,,494000000.000,,,,498000000.000,,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts,,,,,0.000,,,,,,,,,,,,,,,,,,,,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,,,,,111000000.000,,,,110000000.000,,,,109000000.000,,,,118000000.000,,,,156000000.000,,,,164000000.000,,
DeferredTaxLiabilitiesLeasingArrangements,,,,,285000000.000,,,,217000000.000,,,,184000000.000,,,,165000000.000,,,,146000000.000,,,,147000000.000,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,145000000.000,,,,138000000.000,,,,174000000.000,,,,167000000.000,,,,171000000.000,,,,168000000.000,,
DefinedBenefitPlanAccumulatedBenefitObligation,,,,,6000000000.000,,,,6600000000.000,,,,6100000000.000,,,,7600000000.000,,,,7100000000.000,,,,7600000000.000,,
DefinedBenefitPlanEstimatedFutureEmployerContributionsInNextFiscalYear,,,,,175000000.000,,,,180000000.000,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateAccumulatedBenefitObligation,,,,,5784000000.000,,,,6404000000.000,,,,2629000000.000,,,,2900000000.000,,,,2708000000.000,,,,7422000000.000,,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets,,,,,4786000000.000,,,,5470000000.000,,,,2215000000.000,,,,2215000000.000,,,,2091000000.000,,,,6627000000.000,,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateProjectedBenefitObligation,,,,,6153000000.000,,,,6869000000.000,,,,2828000000.000,,,,3096000000.000,,,,2881000000.000,,,,7799000000.000,,
DerivativeAssetFairValueGrossLiability,,,-14000000.000,15000000.000,12000000.000,11000000.000,,,,,,,,,,,,,,,,,,,,,
DerivativeFairValueOfDerivativeAsset,,,71000000.000,39000000.000,31000000.000,32000000.000,,,,,,,,,,,,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,,282000000.000,,,,282000000.000,,,,246000000.000,,,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,45000000.000,,,,62000000.000,,,,61000000.000,,,,54000000.000,,,,48000000.000,,,,43000000.000,,
FinancingReceivable,,,3824000000.000,3547000000.000,2895000000.000,2628000000.000,,,,,,,,,,,,,,,,,,,,,
FinancingReceivableAllowanceForCreditLosses,,,-299000000.000,276000000.000,156000000.000,136000000.000,122000000.000,86000000.000,84000000.000,77000000.000,67000000.000,62000000.000,55000000.000,54000000.000,54000000.000,56000000.000,51000000.000,53000000.000,54000000.000,49000000.000,48000000.000,48000000.000,42000000.000,44000000.000,41000000.000,40000000.000,35000000.000
FinancingReceivableAllowanceForCreditLossesCollectivelyEvaluatedForImpairment,,,116000000.000,98000000.000,69000000.000,63000000.000,61000000.000,58000000.000,57000000.000,51000000.000,45000000.000,41000000.000,41000000.000,38000000.000,36000000.000,33000000.000,31000000.000,31000000.000,32000000.000,33000000.000,31000000.000,33000000.000,31000000.000,31000000.000,30000000.000,30000000.000,28000000.000
FinancingReceivableAllowanceForCreditLossesIndividuallyEvaluatedForImpairment,,,183000000.000,178000000.000,87000000.000,73000000.000,,,,,,,,,,,,,,,,,,,,,
FinancingReceivableAllowanceForCreditLossesIndividuallyEvaluatedForImpairment1,,,,,,,61000000.000,28000000.000,27000000.000,26000000.000,22000000.000,21000000.000,14000000.000,16000000.000,18000000.000,23000000.000,20000000.000,22000000.000,22000000.000,16000000.000,17000000.000,15000000.000,11000000.000,13000000.000,11000000.000,10000000.000,7000000.000
FinancingReceivableCollectivelyEvaluatedForImpairment,,,2576000000.000,2353000000.000,1886000000.000,1815000000.000,1696000000.000,1617000000.000,1641000000.000,1507000000.000,1302000000.000,1239000000.000,1226000000.000,1209000000.000,1164000000.000,1077000000.000,1023000000.000,1006000000.000,962000000.000,937000000.000,883000000.000,902000000.000,797000000.000,786000000.000,727000000.000,719000000.000,670000000.000
FinancingReceivableIndividuallyEvaluatedForImpairment,,,787000000.000,732000000.000,383000000.000,324000000.000,283000000.000,188000000.000,171000000.000,170000000.000,156000000.000,140000000.000,137000000.000,97000000.000,100000000.000,131000000.000,110000000.000,96000000.000,102000000.000,100000000.000,104000000.000,79000000.000,102000000.000,99000000.000,120000000.000,94000000.000,78000000.000
FinancingReceivableRecordedInvestment90DaysPastDueAndStillAccruing,,,7000000.000,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,243000000.000,,,,232000000.000,,,,269000000.000,,,,330000000.000,,,,391000000.000,,,,436000000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,,36000000.000,,,,43000000.000,,,,61000000.000,,,,64000000.000,,,,66000000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,,,24000000.000,,,,25000000.000,,,,57000000.000,,,,55000000.000,,,,55000000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,,28000000.000,,,,32000000.000,,,,59000000.000,,,,59000000.000,,,,58000000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,,34000000.000,,,,36000000.000,,,,62000000.000,,,,60000000.000,,,,62000000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,,35000000.000,,,,42000000.000,,,,62000000.000,,,,64000000.000,,,,63000000.000,,
FiniteLivedIntangibleAssetsGross,,,,,520000000.000,,,,470000000.000,,,,545000000.000,,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsNet,,,,,277000000.000,,,,238000000.000,,,,276000000.000,,,,,,,,,,,,,,
ImpairedFinancingReceivableRecordedInvestment,,,787000000.000,732000000.000,381000000.000,324000000.000,283000000.000,188000000.000,171000000.000,170000000.000,156000000.000,140000000.000,137000000.000,97000000.000,100000000.000,131000000.000,110000000.000,96000000.000,102000000.000,100000000.000,104000000.000,79000000.000,102000000.000,99000000.000,120000000.000,94000000.000,78000000.000
ImpairedFinancingReceivableRelatedAllowance,,,183000000.000,178000000.000,86000000.000,73000000.000,61000000.000,28000000.000,27000000.000,26000000.000,22000000.000,21000000.000,14000000.000,16000000.000,18000000.000,23000000.000,20000000.000,22000000.000,22000000.000,16000000.000,17000000.000,15000000.000,11000000.000,13000000.000,11000000.000,10000000.000,7000000.000
ImpairedFinancingReceivableUnpaidPrincipalBalance,,,888000000.000,849000000.000,489000000.000,389000000.000,356000000.000,224000000.000,187000000.000,186000000.000,169000000.000,143000000.000,141000000.000,101000000.000,104000000.000,135000000.000,115000000.000,101000000.000,108000000.000,105000000.000,113000000.000,88000000.000,106000000.000,104000000.000,125000000.000,101000000.000,85000000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceRecordedInvestment,,,,,,,124000000.000,85000000.000,72000000.000,72000000.000,74000000.000,64000000.000,78000000.000,35000000.000,34000000.000,53000000.000,42000000.000,22000000.000,41000000.000,40000000.000,42000000.000,25000000.000,40000000.000,45000000.000,65000000.000,45000000.000,49000000.000
ImpairedFinancingReceivableWithRelatedAllowanceRecordedInvestment,,,,,,,159000000.000,103000000.000,99000000.000,98000000.000,82000000.000,76000000.000,59000000.000,62000000.000,66000000.000,78000000.000,68000000.000,74000000.000,61000000.000,60000000.000,62000000.000,54000000.000,62000000.000,54000000.000,55000000.000,49000000.000,29000000.000
IntangibleAssetsGrossExcludingGoodwill,,,,,,,,,,,,,,,,,1163000000.000,,,,1174000000.000,,,,1203000000.000,,
IntangibleAssetsNetExcludingGoodwill,,,,,,,,,,,,,,,,,833000000.000,,,,783000000.000,,,,767000000.000,,
InventoryFinishedGoods,,,989000000.000,1079000000.000,1012000000.000,1210000000.000,1288000000.000,1351000000.000,1329000000.000,1406000000.000,1398000000.000,1374000000.000,1276000000.000,1572000000.000,1641000000.000,1646000000.000,1582000000.000,1826000000.000,1895000000.000,1871000000.000,1735000000.000,1907000000.000,1967000000.000,2076000000.000,1947000000.000,2006000000.000,1995000000.000
InventoryForLongTermContractsOrPrograms,,,,,414000000.000,,,,382000000.000,,,,,,,,,,,,,,,,,,
InventoryGross,,,3716000000.000,3788000000.000,3613000000.000,3861000000.000,3997000000.000,4130000000.000,4013000000.000,4275000000.000,4484000000.000,4486000000.000,4160000000.000,5058000000.000,5108000000.000,4992000000.000,4811000000.000,5107000000.000,5584000000.000,5715000000.000,5261000000.000,5513000000.000,5558000000.000,5735000000.000,5413000000.000,5706000000.000,5545000000.000
InventoryLIFOReserve,,,,,422000000.000,,,,435000000.000,,,,461000000.000,,,,468000000.000,,,,463000000.000,,,,457000000.000,,
InventoryNet,,,2562000000.000,2607000000.000,2402000000.000,2593000000.000,2759000000.000,2831000000.000,2712000000.000,2972000000.000,3203000000.000,3220000000.000,2963000000.000,3909000000.000,4017000000.000,4081000000.000,3928000000.000,4236000000.000,4437000000.000,4574000000.000,4144000000.000,4477000000.000,4595000000.000,4791000000.000,4464000000.000,4709000000.000,4655000000.000
InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings,,,,,,,,,,,,,359000000.000,,,,447000000.000,,,,611000000.000,,,,557000000.000,,
InventoryRawMaterials,,,418000000.000,406000000.000,399000000.000,418000000.000,449000000.000,458000000.000,437000000.000,438000000.000,473000000.000,433000000.000,407000000.000,581000000.000,591000000.000,555000000.000,546000000.000,553000000.000,575000000.000,609000000.000,605000000.000,633000000.000,659000000.000,701000000.000,724000000.000,814000000.000,798000000.000
InventoryWorkInProcess,,,2309000000.000,2303000000.000,2202000000.000,2233000000.000,2260000000.000,2321000000.000,2247000000.000,2431000000.000,2613000000.000,2679000000.000,2477000000.000,2905000000.000,2876000000.000,2791000000.000,2683000000.000,2728000000.000,3114000000.000,3235000000.000,2921000000.000,2973000000.000,2932000000.000,2958000000.000,2742000000.000,2886000000.000,2752000000.000
LIFOInventoryAmount,,,,,1000000000.000,,,,1100000000.000,,,,1300000000.000,,,,1400000000.000,,,,1600000000.000,,,,1900000000.000,,
LettersOfCreditOutstandingAmount,,,,,260000000.000,,,,323000000.000,,,,298000000.000,,,,790000000.000,,,,612000000.000,,,,525000000.000,,
LeveragedLeasesBalanceSheetInvestmentInLeveragedLeasesNet,,,281000000.000,217000000.000,208000000.000,171000000.000,149000000.000,150000000.000,122000000.000,122000000.000,119000000.000,119000000.000,120000000.000,,,,121000000.000,,,,118000000.000,,,,99000000.000,,
Liabilities,12310000000.000,,11665000000.000,11969000000.000,10870000000.000,10365000000.000,9966000000.000,9757000000.000,10042000000.000,9409000000.000,9060000000.000,8877000000.000,8560000000.000,10600000000.000,10557000000.000,10167000000.000,10333000000.000,10348000000.000,10346000000.000,10202000000.000,9744000000.000,10110000000.000,9848000000.000,9516000000.000,9784000000.000,10121000000.000,10093000000.000
LiabilitiesAndStockholdersEquity,15282000000.000,,14839000000.000,15281000000.000,13615000000.000,13280000000.000,13068000000.000,13065000000.000,13033000000.000,12557000000.000,12440000000.000,12457000000.000,12944000000.000,14963000000.000,15135000000.000,14739000000.000,14605000000.000,14738000000.000,14948000000.000,14898000000.000,14708000000.000,15099000000.000,15034000000.000,15167000000.000,15358000000.000,15703000000.000,15775000000.000
LoansReceivableHeldForSaleAmount,,,,,,,,,,,,,,,,,35000000.000,35000000.000,33000000.000,32000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,342000000.000,,,,1172000000.000,,,,230000000.000,,,,136000000.000,,,,417000000.000,,,,427000000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,361000000.000,,,,451000000.000,,,,74000000.000,,,,534000000.000,,,,280000000.000,,,,530000000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,525000000.000,,,,361000000.000,,,,450000000.000,,,,152000000.000,,,,505000000.000,,,,231000000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,238000000.000,,,,516000000.000,,,,710000000.000,,,,454000000.000,,,,359000000.000,,,,645000000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,1225000000.000,,,,235000000.000,,,,505000000.000,,,,710000000.000,,,,449000000.000,,,,396000000.000,,
LongtermDebtPercentageBearingVariableInterestAmount,,,,,100000000.000,,,,,,,,,,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,58000000.000,,,,58000000.000,,,,64000000.000,,,,73000000.000,,,,74000000.000,,,,79000000.000,,
OperatingLeasesFutureMinimumPaymentsDueFutureMinimumSubleaseRentals,,,,,,,,,,,,,,,,,23000000.000,,,,22000000.000,,,,19000000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,27000000.000,,,,22000000.000,,,,21000000.000,,,,31000000.000,,,,38000000.000,,,,29000000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,31000000.000,,,,31000000.000,,,,28000000.000,,,,37000000.000,,,,36000000.000,,,,54000000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,38000000.000,,,,37000000.000,,,,36000000.000,,,,47000000.000,,,,44000000.000,,,,57000000.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,46000000.000,,,,46000000.000,,,,46000000.000,,,,57000000.000,,,,57000000.000,,,,65000000.000,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,138000000.000,,,,150000000.000,,,,148000000.000,,,,193000000.000,,,,131000000.000,,,,155000000.000,,
OtherAccruedLiabilitiesCurrent,,,,,494000000.000,,,,574000000.000,,,,538000000.000,,,,,,,,,,,,,,
PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesCurrent,,,,,80000000.000,,,,80000000.000,,,,74000000.000,,,,,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,,,,,0.010,,,,0.010,,,,0.010,,,,0.010,,,,0.010,,,,0.010,,
PreferredStockSharesAuthorized,,,,,15000000.000,,,,15000000.000,,,,15000000.000,,,,15000000.000,,,,15000000.000,,,,15000000.000,,
ProductWarrantyAccrual,,,230000000.000,220000000.000,224000000.000,219000000.000,221000000.000,225000000.000,222000000.000,219000000.000,217000000.000,212000000.000,223000000.000,276000000.000,282000000.000,280000000.000,,277000000.000,269000000.000,265000000.000,,138000000.000,139000000.000,132000000.000,,163000000.000,156000000.000
ProductWarrantyAccrualClassifiedCurrent,,,,,198000000.000,,,,180000000.000,,,,142000000.000,,,,,,,,,,,,,,
ProgressPaymentsNettedAgainstInventoryForLongTermContractsOrPrograms,,,1154000000.000,1181000000.000,1211000000.000,1268000000.000,1238000000.000,1299000000.000,1301000000.000,1303000000.000,1281000000.000,1266000000.000,1197000000.000,1149000000.000,1091000000.000,911000000.000,883000000.000,871000000.000,1147000000.000,1141000000.000,1117000000.000,1036000000.000,963000000.000,944000000.000,949000000.000,997000000.000,890000000.000
PropertyPlantAndEquipmentNet,,,,,2005000000.000,,,,2149000000.000,,,,,,,,2497000000.000,,,,2492000000.000,,,,2581000000.000,,
ReceivablesHeldForSaleAmount,,,,,418000000.000,,,,140000000.000,,,,,,,,,,,,,,,,,,
RestructuringReserve,,,28000000.000,21000000.000,18000000.000,,,,7000000.000,,,,,,,,,,,,,,,77000000.000,63000000.000,51000000.000,20000000.000
RetainedEarningsAccumulatedDeficit,3037000000.000,,3145000000.000,3282000000.000,3257000000.000,3370000000.000,3536000000.000,3681000000.000,3824000000.000,3937000000.000,4044000000.000,4138000000.000,4045000000.000,4124000000.000,4263000000.000,4416000000.000,4623000000.000,4745000000.000,4907000000.000,5077000000.000,5298000000.000,5442000000.000,5614000000.000,6030000000.000,5546000000.000,5641000000.000,5789000000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,5091000.000,5513000.000,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,30.140,29.360,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,,,18.700,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,,27.760,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,8860000.000,10878000.000,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,27.680,28.180,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue,,,,,5000000.000,26000000.000,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,,,,,8000000.000,33000000.000,,,,,,,,,,,,,,,,,,,,,
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeLowerBound,,,,,,,,,,,,,0.000,,,,0.000,,,,,,,,,,
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeUpperBound,,,,,,,,,,,,,213000000.000,,,,215000000.000,,,,,,,,,,
StockholdersEquity,2972000000.000,,3174000000.000,3312000000.000,2745000000.000,2915000000.000,3102000000.000,3308000000.000,2991000000.000,3148000000.000,3380000000.000,3580000000.000,4384000000.000,4363000000.000,4578000000.000,4572000000.000,4272000000.000,4390000000.000,4602000000.000,4696000000.000,4964000000.000,4989000000.000,5186000000.000,5651000000.000,5574000000.000,5582000000.000,5682000000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2972000000.000,,3174000000.000,3312000000.000,2745000000.000,2915000000.000,3102000000.000,3308000000.000,2991000000.000,3148000000.000,3380000000.000,3580000000.000,4384000000.000,4363000000.000,4578000000.000,4572000000.000,4272000000.000,4390000000.000,4602000000.000,4696000000.000,4964000000.000,4989000000.000,5186000000.000,5651000000.000,5574000000.000,5582000000.000,5682000000.000
TreasuryStockValue,85000000.000,,24000000.000,0.000,3000000.000,3000000.000,3000000.000,3000000.000,275000000.000,183000000.000,316000000.000,316000000.000,,150000000.000,150000000.000,302000000.000,340000000.000,340000000.000,427000000.000,551000000.000,559000000.000,774000000.000,774000000.000,774000000.000,,186000000.000,329000000.000
UnbilledContractsReceivable,,,165000000.000,172000000.000,192000000.000,197000000.000,213000000.000,180000000.000,149000000.000,154000000.000,138000000.000,136000000.000,163000000.000,142000000.000,146000000.000,124000000.000,151000000.000,147000000.000,150000000.000,133000000.000,135000000.000,196000000.000,188000000.000,179000000.000,178000000.000,180000000.000,164000000.000
UndistributedEarningsOfForeignSubsidiaries,,,,,,,,,604000000.000,,,,778000000.000,,,,995000000.000,,,,1200000000.000,,,,1400000000.000,,
UnrecognizedTaxBenefits,,,,,294000000.000,,,,290000000.000,,,,284000000.000,,,,385000000.000,,,,401000000.000,,,183000000.000,186000000.000,,
UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued,,,,,132000000.000,,,,134000000.000,,,,126000000.000,,,,132000000.000,,,,139000000.000,,,6000000.000,5000000.000,,
